            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,
"46040DO0004 Energy Account, Australia, 2017-18",,,,,,,,,,,,,,,,,,,,,,,
Released at 11.30am (Canberra time) 11 December 2019,,,,,,,,,,,,,,,,,,,,,,,
"Table 4.1 Detailed gross physical supply and use of energy, Australia, 2002-03 to 2017-18",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Supply or Use,Input,Commodity,Measure or Industry division (ANZSIC) ,ANZSIC division code,Industry subdivision,ANZSIC subdivision code,Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Use,Transformation of Energy Products,Other refined fuels and products,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LPG,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Biofuels,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wood and wood waste,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Bagasse,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Electricity,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Hydro energy,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Solar energy ,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wind energy,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Uranium,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Black coal,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Brown coal,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coke,Mining,B,Coal Mining,06,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Coal by-products,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Briquettes,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Natural gas,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LNG,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Crude oil and feedstocks,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Petrol,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Diesel,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Other refined fuels and products,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LPG,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Biofuels,Mining,B,Coal Mining,06,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Wood and wood waste,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Bagasse,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Electricity,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Hydro energy,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Solar energy ,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wind energy,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Uranium,Mining,B,Coal Mining,06,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Black coal,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Brown coal,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coke,Mining,B,Oil and Gas Extraction,07,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Coal by-products,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Briquettes,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Natural gas,Mining,B,Oil and Gas Extraction,07,PJ,539,547,702,793,942,908,"1,015","1,162","1,283","1,223","1,486","1,484","1,589","2,275","3,186","3,746"
Use,Transformation of Energy Products,LNG,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Crude oil and feedstocks,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Petrol,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Diesel,Mining,B,Oil and Gas Extraction,07,PJ,1,1,1,1,1,1,1,1,1,1,2,2,2,-,-,1
Use,Transformation of Energy Products,Other refined fuels and products,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LPG,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Biofuels,Mining,B,Oil and Gas Extraction,07,PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Wood and wood waste,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Bagasse,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Electricity,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Hydro energy,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Solar energy ,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wind energy,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Uranium,Mining,B,Oil and Gas Extraction,07,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Black coal,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,8,6,6,5,3,3,1,3,4,4
Use,Transformation of Energy Products,Brown coal,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coke,Mining,B,Other mining,"08,09,10",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Coal by-products,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Briquettes,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Natural gas,Mining,B,Other mining,"08,09,10",PJ,3,4,4,4,5,5,5,6,6,6,19,20,20,21,27,30
Use,Transformation of Energy Products,LNG,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Crude oil and feedstocks,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Petrol,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Diesel,Mining,B,Other mining,"08,09,10",PJ,6,6,6,6,6,7,7,7,8,8,8,8,8,7,7,7
Use,Transformation of Energy Products,Other refined fuels and products,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,-
Use,Transformation of Energy Products,LPG,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Biofuels,Mining,B,Other mining,"08,09,10",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Wood and wood waste,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Bagasse,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Electricity,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Hydro energy,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Solar energy ,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wind energy,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Uranium,Mining,B,Other mining,"08,09,10",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Black coal,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Brown coal,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coke,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coal by-products,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Briquettes,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Natural gas,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LNG,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Crude oil and feedstocks,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Petrol,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Diesel,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Other refined fuels and products,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LPG,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Biofuels,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Wood and wood waste,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Bagasse,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,31,32,33,33,33,32,46,75,71,71,85,76,86,83,92,81
Use,Transformation of Energy Products,Electricity,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Hydro energy,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Solar energy ,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wind energy,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Uranium,Manufacturing,C,"Food, beverages, textiles","11,12,13",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Black coal,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Brown coal,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coke,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coal by-products,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Briquettes,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Natural gas,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1
Use,Transformation of Energy Products,LNG,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Crude oil and feedstocks,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Petrol,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Diesel,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Other refined fuels and products,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LPG,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Biofuels,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Wood and wood waste,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Bagasse,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,1,1,3,3,3,3,1,1,1,1,2,2,3,3,3,3
Use,Transformation of Energy Products,Electricity,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Hydro energy,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Solar energy ,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wind energy,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Uranium,Manufacturing,C,"Wood, paper, printing","14,15,16",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Black coal,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Brown coal,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coke,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Coal by-products,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Briquettes,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Natural gas,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,45,46,48,47,48,47,49,47,36,47,50,42,38,35,31,26
Use,Transformation of Energy Products,LNG,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Crude oil and feedstocks,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,"1,566","1,465","1,480","1,343","1,440","1,399","1,414","1,370","1,570","1,499","1,495","1,402","1,223","1,054","1,024","1,081"
Use,Transformation of Energy Products,Petrol,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Diesel,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3
Use,Transformation of Energy Products,Other refined fuels and products,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,152,180,198,195,196,194,176,169,188,212,224,219,183,161,158,144
Use,Transformation of Energy Products,LPG,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,1,1,1,1,1,1,1,1,1,1,-,1,-,-,-,-
Use,Transformation of Energy Products,Biofuels,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wood and wood waste,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Bagasse,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Electricity,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Hydro energy,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Solar energy ,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wind energy,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Uranium,Manufacturing,C,Petroleum and chemical products,"17,18,19",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Black coal,Manufacturing,C,Iron and steel,"211,212",PJ,106,112,115,117,119,117,119,151,155,129,123,112,110,110,113,110
Use,Transformation of Energy Products,Brown coal,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coke,Manufacturing,C,Iron and steel,"211,212",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Coal by-products,Manufacturing,C,Iron and steel,"211,212",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Briquettes,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Natural gas,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LNG,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Crude oil and feedstocks,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Petrol,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Diesel,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Other refined fuels and products,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LPG,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Biofuels,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wood and wood waste,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Bagasse,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Electricity,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Hydro energy,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Solar energy ,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Wind energy,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Uranium,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Black coal,Manufacturing,C,Non-ferrous metals,"213,214",PJ,6,6,7,7,7,7,7,6,6,6,9,8,9,5,5,5
Use,Transformation of Energy Products,Brown coal,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Coke,Manufacturing,C,Non-ferrous metals,"213,214",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Coal by-products,Manufacturing,C,Non-ferrous metals,"213,214",PJ,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
Use,Transformation of Energy Products,Briquettes,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Natural gas,Manufacturing,C,Non-ferrous metals,"213,214",PJ,8,8,9,9,11,11,12,13,14,14,7,7,8,5,7,8
Use,Transformation of Energy Products,LNG,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Crude oil and feedstocks,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Petrol,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Diesel,Manufacturing,C,Non-ferrous metals,"213,214",PJ,2,2,2,2,2,2,2,2,2,2,-,-,1,-,-,-
Use,Transformation of Energy Products,Other refined fuels and products,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,LPG,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Transformation of Energy Products,Biofuels,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
