"Australian Bureau of Statistics",,,,,,,,,,,,,,,,,,,,,,
"46040DO0006 Energy Account, Australia, 2017-18",,,,,,,,,,,,,,,,,,,,,,
Released at 11.30am (Canberra time) 11 December 2019,,,,,,,,,,,,,,,,,,,,,,
"Table 6.1 Detailed net physical supply and use of energy, Australia, 2002-03 to 2017-18",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Supply or Use,Commodity,Industry division (ANZSIC),ANZSIC division code,Industry subdivision,ANZSIC subdivision code,Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Supply,Briquettes,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Arts and recreation services,R,Arts and recreation services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Other services,S,Other services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,"7,287","7,535","8,055","8,141","8,632","8,651","9,009","9,759","9,244","9,885","10,902","11,807","12,288","12,157","12,162","12,370"
Supply,Brown coal,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,732,727,737,745,728,732,752,759,737,745,645,625,678,635,584,473
Supply,Coke,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,"1,462","1,463","1,638","1,725","1,910","1,977","2,083","2,190","2,398","2,273","2,605","2,691","2,777","3,500","4,233","4,824"
Supply,Liquefied natural gas,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,"1,233","1,032",941,860,"1,036",963,"1,093","1,069","1,015",935,838,780,726,701,621,589
Supply,Petrol,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,175,158,165,172,199,183,183,181,176,168,162,161,138,132,113,112
Supply,Biofuels,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,11,11,9,10,11,15,20,23,26,28,26,29,28,23,22,23
Supply,Wood and Wood waste,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,105,103,100,99,99,99,89,88,85,83,91,93,92,96,98,94
Supply,Bagasse,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,95,101,108,109,111,111,65,93,83,85,95,90,103,103,110,100
Supply,Electricity,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,59,59,56,58,52,43,43,49,61,51,66,66,48,55,59,58
Supply,Solar energy,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,3,3,3,3,6,7,9,12,17,22,27,29,35,40,45,53
Supply,Wind energy,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,3,3,3,6,9,11,14,18,22,25,29,37,41,44,45,55
Supply,Uranium,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,"4,311","4,497","5,154","4,710","4,480","4,757","4,854","3,319","3,355","3,602","4,209","2,795","3,053","3,603","3,429","3,127"
Supply,Total,Total direct extraction by industry,,Total direct extraction by industry Total,,PJ,"15,476","15,692","16,970","16,638","17,274","17,550","18,213","17,561","17,220","17,902","19,695","19,204","20,009","21,087","21,521","21,879"
Supply,Black coal,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,43,41,40,38,37,36,34,33,31,31,31,30,29,29,29,28
Supply,Bagasse,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,3,3,3,3,6,7,9,12,17,22,27,29,34,38,43,49
Supply,Wind energy,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
Supply,Uranium,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Of which direct extraction by households,,Of which direct extraction by households Total,,PJ,46,44,43,41,43,43,43,45,48,53,58,59,65,67,71,78
Supply,Black coal,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Imports,,Imports Total,,PJ,-,-,-,24,109,103,121,106,111,97,116,117,104,113,103,93
Supply,Liquefied natural gas,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Imports,,Imports Total,,PJ,"1,082",909,"1,008",945,981,"1,015",940,"1,056","1,229","1,141","1,160","1,096",957,768,788,868
Supply,Petrol,Imports,,Imports Total,,PJ,61,114,110,128,103,124,144,138,107,131,132,129,194,233,243,223
Supply,Diesel,Imports,,Imports Total,,PJ,63,131,153,237,211,289,319,335,341,434,484,526,587,687,716,778
Supply,Other refined fuels and products,Imports,,Imports Total,,PJ,59,101,108,114,155,193,208,210,196,195,200,211,233,294,293,316
Supply,LPG,Imports,,Imports Total,,PJ,8,21,15,16,20,26,27,29,24,28,25,20,26,25,27,23
Supply,Biofuels,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Imports,,Imports Total,,PJ,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Imports,,Imports Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Imports,,Imports Total,,PJ,"1,274","1,277","1,395","1,465","1,580","1,750","1,760","1,874","2,009","2,026","2,118","2,099","2,101","2,121","2,171","2,301"
Supply,Black coal,Total supply,,,,PJ,"7,287","7,535","8,055","8,141","8,632","8,651","9,009","9,759","9,244","9,885","10,902","11,807","12,288","12,157","12,162","12,370"
Supply,Brown coal,Total supply,,,,PJ,732,727,737,745,728,732,752,759,737,745,645,625,678,635,584,473
Supply,Coke,Total supply,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Total supply,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Total supply,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Total supply,,,,PJ,"1,462","1,463","1,638","1,749","2,019","2,080","2,204","2,296","2,509","2,370","2,722","2,808","2,881","3,613","4,336","4,918"
Supply,Liquefied natural gas,Total supply,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Total supply,,,,PJ,"2,315","1,942","1,949","1,805","2,017","1,978","2,033","2,125","2,245","2,076","1,998","1,876","1,683","1,469","1,409","1,457"
Supply,Petrol,Total supply,,,,PJ,61,114,110,128,103,124,144,138,107,131,132,129,194,233,243,223
Supply,Diesel,Total supply,,,,PJ,63,131,153,237,211,289,319,335,341,434,484,526,587,687,716,778
Supply,Other refined fuels and products,Total supply,,,,PJ,59,101,108,114,155,193,208,210,196,195,200,211,233,294,293,316
Supply,LPG,Total supply,,,,PJ,183,180,180,189,219,209,210,210,200,196,187,180,164,156,141,135
Supply,Biofuels,Total supply,,,,PJ,11,11,9,10,11,15,20,23,26,28,26,29,28,23,22,23
Supply,Wood and Wood waste,Total supply,,,,PJ,105,103,100,99,99,99,89,88,85,83,91,93,92,96,98,94
Supply,Bagasse,Total supply,,,,PJ,95,101,108,109,111,111,65,93,83,85,95,90,103,103,110,100
Supply,Electricity,Total supply,,,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Total supply,,,,PJ,59,59,56,58,52,43,43,49,61,51,66,66,48,55,59,58
Supply,Solar energy,Total supply,,,,PJ,3,3,3,3,6,7,9,12,17,22,27,29,35,40,45,53
Supply,Wind energy,Total supply,,,,PJ,3,3,3,6,9,11,14,18,22,25,29,37,41,44,45,55
Supply,Uranium,Total supply,,,,PJ,"4,311","4,497","5,154","4,710","4,480","4,757","4,854","3,319","3,355","3,602","4,209","2,795","3,053","3,603","3,429","3,127"
Supply,Total,Total supply,,,,PJ,"16,750","16,969","18,364","18,103","18,853","19,300","19,973","19,435","19,229","19,928","21,813","21,303","22,110","23,207","23,692","24,180"
Use,Black coal,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1
Use,Liquefied natural gas,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7
Use,Diesel,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,56,58,62,63,64,68,69,71,76,81,87,90,86,91,98,99
Use,Other refined fuels and products,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
Use,Biofuels,"Agriculture, forestry and fishing",A,"Agriculture, forestry and fishing Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
