            Australian Bureau of Statistics,Input,Commodity,Measure or Industry division (ANZSIC),Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Supply,Production of Energy,Bagasse,Total supply,PJ,95,101,108,109,111,111,65,93,83,85,95,90,103,103,110,100
Supply,Production of Energy,Electricity,Total supply,PJ,800,827,823,838,875,875,891,909,912,900,887,887,899,917,919,931
Supply,Production of Energy,Hydro energy,Total supply,PJ,59,59,56,58,52,43,43,49,61,51,66,66,48,55,59,58
Supply,Production of Energy,Solar energy ,Total supply,PJ,3,3,3,3,6,7,9,12,17,22,27,29,35,40,45,53
Supply,Production of Energy,Wind energy,Total supply,PJ,3,3,3,6,9,11,14,18,22,25,29,37,41,44,45,55
Supply,Production of Energy,Uranium,Total supply,PJ,"4,311","4,497","5,154","4,710","4,480","4,757","4,854","3,319","3,355","3,602","4,209","2,795","3,053","3,603","3,429","3,127"
Supply,Production of Energy,Residuals,Total supply,PJ,"1,768","1,775","1,854","1,960","2,041","1,974","2,140","2,074","2,087","1,993","1,944","1,886","1,912","1,947","2,006","1,960"
Use,Natural Input,Black coal,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wood and wood waste,"Agriculture, forestry and fishing",PJ,82,80,78,75,73,72,68,65,62,62,72,73,72,74,75,73
Use,Natural Input,Bagasse,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,"Agriculture, forestry and fishing",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,Mining,PJ,"7,287","7,535","8,055","8,141","8,632","8,651","9,009","9,759","9,244","9,885","10,902","11,807","12,288","12,157","12,162","12,370"
Use,Natural Input,Brown coal,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wood and wood waste,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Mining,PJ,"1,462","1,463","1,638","1,725","1,910","1,977","2,083","2,190","2,398","2,273","2,605","2,691","2,777","3,500","4,233","4,824"
Use,Natural Input,LNG,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Mining,PJ,"1,233","1,032",941,860,"1,036",963,"1,093","1,069","1,015",935,838,780,726,701,621,589
Use,Natural Input,Petrol,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Mining,PJ,126,125,127,130,150,132,134,136,117,118,114,116,99,99,83,82
Use,Natural Input,Biofuels,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wood and wood waste,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wood and wood waste,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Mining,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Mining,PJ,"4,311","4,497","5,154","4,710","4,480","4,757","4,854","3,319","3,355","3,602","4,209","2,795","3,053","3,603","3,429","3,127"
Use,Natural Input,Black coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,Manufacturing,PJ,3,3,2,3,3,4,5,6,7,7,7,8,7,6,5,5
Use,Natural Input,Wood and wood waste,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,Manufacturing,PJ,95,101,108,109,111,111,65,93,83,85,95,90,103,103,110,100
Use,Natural Input,Electricity,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,Manufacturing,PJ,2,2,2,2,2,3,3,4,4,5,4,5,5,4,4,4
Use,Natural Input,Wood and wood waste,Manufacturing,PJ,23,23,23,24,26,27,21,22,23,22,19,20,20,22,22,21
Use,Natural Input,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Manufacturing,PJ,49,33,38,42,49,50,49,45,60,50,48,45,39,32,30,30
Use,Natural Input,Biofuels,Manufacturing,PJ,1,1,1,1,1,2,3,3,3,4,3,4,4,1,2,2
Use,Natural Input,Wood and wood waste,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wood and wood waste,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wood and wood waste,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wood and wood waste,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Solar energy ,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Wind energy,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Uranium,Manufacturing,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,"Electricity, gas, water and waste services",PJ,732,727,737,745,728,732,752,759,737,745,645,625,678,635,584,473
Use,Natural Input,Coke,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Natural gas,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LNG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Crude oil and feedstocks,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Petrol,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Diesel,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Other refined fuels and products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,LPG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Biofuels,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Use,Natural Input,Wood and wood waste,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Bagasse,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Electricity,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Hydro energy,"Electricity, gas, water and waste services",PJ,59,59,56,58,52,43,43,49,60,51,66,66,48,55,59,58
Use,Natural Input,Solar energy ,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,1,2,6,9,14,16,20,24,29,35
Use,Natural Input,Wind energy,"Electricity, gas, water and waste services",PJ,3,3,3,6,9,11,14,18,22,25,29,37,41,44,45,55
Use,Natural Input,Uranium,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Black coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Brown coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coke,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Coal by-products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Natural Input,Briquettes,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
